糖小妖ゞ	68.0	0.0	0.0	68.0	1	18.0	
舒三岁。	54.0	0.0	20.0	74.0	1	24.0	
Mr丶J丨	4.0	0.0	20.0	24.0	0.01	8.0	
不见青山	30.0	0.0	0.0	30.0	0.01	14.0	
与尔同销萬古愁	27.0	0.0	0.0	27.0	0.01	11.0	
冷殘心	50.0	0.0	0.0	50.0	0.01	34.0	
劍月	40.0	0.0	0.0	40.0	0.01	24.0	
司寇听雨	44.0	0.0	0.0	44.0	0.01	28.0	
墨河	37.0	0.0	0.0	37.0	0.01	21.0	
小仙女上天吗	26.0	0.0	0.0	26.0	0.01	10.0	
岛是海的い泪	34.0	0.0	0.0	34.0	0.01	18.0	
折扇很帅	24.0	0.0	40.0	64.0	0.01	48.0	
机智勇敢的小珞	27.0	0.0	0.0	27.0	0.01	11.0	
梦寻千古香ゝ	49.0	0.0	0.0	49.0	0.01	33.0	
沉默的天使	45.0	0.0	0.0	45.0	0.01	29.0	
浅丶我爱吃兔	30.0	0.0	0.0	30.0	0.01	14.0	
浅丶我爱吃鸡	30.0	0.0	0.0	30.0	0.01	14.0	
破穿	64.0	0.0	0.0	64.0	0.01	48.0	
穆洛晗	34.0	0.0	0.0	34.0	0.01	18.0	
臻观之志	20.0	0.0	0.0	20.0	0.01	4.0	
请叫我小五哥	18.0	0.0	0.0	18.0	0.01	2.0	
韦火火火火	21.0	0.0	0.0	21.0	0.01	5.0	
飒爽的专家	34.0	0.0	0.0	34.0	0.01	18.0	
黄龙健霸	30.0	0.0	0.0	30.0	0.01	14.0	
√蓝莓巧克力丶	0.0	0.0	0.0	0.0	0.0	0.0	
AufWieDerSehen	0.0	0.0	0.0	0.0	0.0	0.0	
QQ绿钻	-10.0	0.0	0.0	-10.0	0.0	-10.0	
ZzEvi11qRuxi	0.0	0.0	0.0	0.0	0.0	0.0	
上去就是一插	0.0	0.0	0.0	0.0	0.0	0.0	
丐亞能量炮	0.0	0.0	0.0	0.0	0.0	0.0	
丶古力豆	0.0	0.0	0.0	0.0	0.0	0.0	
丶天才小熊猫丶	0.0	0.0	0.0	0.0	0.0	0.0	
乌龙擦汗	0.0	0.0	0.0	0.0	0.0	0.0	
代璟瑗	0.0	0.0	0.0	0.0	0.0	0.0	
伊似君心	0.0	0.0	0.0	0.0	0.0	0.0	
偶盖伦贼6丶	14.0	0.0	0.0	14.0	0.0	14.0	
凰荼歌	0.0	0.0	0.0	0.0	0.0	0.0	
北城别＂	311.0	0.0	60.0	371.0	6	71.0	
西城诀＂	392.0	50.0	60.0	502.0	6	202.0	
倾舞情儿	259.0	0.0	60.0	319.0	6	19.0	
只想做个好人	346.0	0.0	0.0	346.0	6	46.0	
唐道人	710.0	0.0	40.0	750.0	6	450.0	
太极至尊	505.0	0.0	60.0	565.0	6	265.0	
寒黑茶	304.0	50.0	60.0	414.0	6	114.0	
昭昭沐日	381.0	0.0	0.0	381.0	6	81.0	
杏花村政委白米	462.0	0.0	0.0	462.0	6	162.0	
永和街的风。	301.0	0.0	40.0	341.0	6	41.0	
淺笙	297.0	0.0	60.0	357.0	6	57.0	
登徒浪子可奈何	350.0	50.0	20.0	420.0	6	120.0	
‭雪练ゞ	278.0	0.0	40.0	318.0	6	18.0	
凉人丨、梦	229.0	50.0	0.0	279.0	5	29.0	
凌渃尘	213.0	0.0	60.0	273.0	5	23.0	
杀生为护生丶	231.0	0.0	40.0	271.0	5	21.0	
辰夕灬	290.0	0.0	0.0	290.0	5	40.0	
主流丶指尖	170.0	50.0	40.0	260.0	4	60.0	
些许	152.0	50.0	60.0	262.0	4	62.0	
寒红茶	210.0	0.0	40.0	250.0	4	50.0	
‭玄夜ゞ	200.0	0.0	40.0	240.0	4	40.0	
友善的大夫	193.0	0.0	0.0	193.0	3	43.0	
大大大大眼萌	165.0	0.0	20.0	185.0	3	35.0	
小雪妖	183.0	0.0	0.0	183.0	3	33.0	
苏苏う	194.0	0.0	20.0	214.0	3	64.0	
诸天花雨	171.0	0.0	0.0	171.0	3	21.0	
守护	109.0	0.0	20.0	129.0	2	29.0	
朱颜辞镜	152.0	0.0	0.0	152.0	2	52.0	
丶玉衡丶	133.0	0.0	0.0	133.0	2	33.0	
大大大大西瓜丶	120.0	0.0	20.0	140.0	2	40.0	
月落雅雅	116.0	0.0	0.0	116.0	2	16.0	
糖萌乖	120.0	-40.0	40.0	120.0	2	20.0	
野原小广志	100.0	50.0	0.0	150.0	2	50.0	
野原美伢伢	150.0	0.0	0.0	150.0	2	50.0	
鱼慕秋	201.0	-40.0	0.0	161.0	2	61.0	
俱利摩	105.0	0.0	0.0	105.0	1	55.0	
南音潇潇洒洒ご	67.0	0.0	0.0	67.0	1	17.0	
嗜酒为殇	70.0	0.0	0.0	70.0	1	20.0	
寒雪茶	84.0	0.0	0.0	84.0	1	34.0	
此木青肆丶	115.0	0.0	0.0	115.0	1	65.0	
毒辣小可乐	114.0	0.0	0.0	114.0	1	64.0	
澄不二	141.0	-40.0	0.0	101.0	1	51.0	
笑崖	77.0	0.0	0.0	77.0	1	27.0	
荼薇与澈	95.0	0.0	0.0	95.0	1	45.0	
Actors丶纤旧	0.0	0.0	20.0	20.0	0.01	4.0	
花辞树	38.0	0.0	0.0	38.0	0.01	22.0	
杜甫	30.0	0.0	0.0	30.0	0.01	14.0	
一夜雪千山	24.0	0.0	0.0	24.0	0.01	8.0	
乄道友请留步	44.0	0.0	0.0	44.0	0.01	28.0	
任离流	21.0	0.0	0.0	21.0	0.01	5.0	
余子乔丶	68.0	-40.0	0.0	28.0	0.01	12.0	
凡人的梦	37.0	0.0	0.0	37.0	0.01	21.0	
北城初夏	26.0	0.0	0.0	26.0	0.01	10.0	
古畔西楼落花雨	60.0	0.0	0.0	60.0	0.01	44.0	
咲冭陽	24.0	0.0	0.0	24.0	0.01	8.0	
圈圈	27.0	0.0	0.0	27.0	0.01	11.0	
太子龍	33.0	0.0	0.0	33.0	0.01	17.0	
奶奶小可乐	24.0	0.0	0.0	24.0	0.01	8.0	
安静惪向日葵	58.0	0.0	0.0	58.0	0.01	42.0	
寒君茶	30.0	0.0	0.0	30.0	0.01	14.0	
寒心蕊	24.0	0.0	0.0	24.0	0.01	8.0	
想打架吗	54.0	0.0	0.0	54.0	0.01	38.0	
手握大牙签	30.0	0.0	0.0	30.0	0.01	14.0	
扛旗	20.0	0.0	0.0	20.0	0.01	4.0	
日无际	62.0	0.0	0.0	62.0	0.01	46.0	
月影粟	50.0	0.0	0.0	50.0	0.01	34.0	
柠檬汽酒	20.0	0.0	0.0	20.0	0.01	4.0	
柠檬雪碧√	30.0	0.0	0.0	30.0	0.01	14.0	
池小晚	21.0	0.0	0.0	21.0	0.01	5.0	
烟雨青黛	64.0	0.0	0.0	64.0	0.01	48.0	
爱酸酸	30.0	0.0	0.0	30.0	0.01	14.0	
猜猜ぃ	24.0	0.0	0.0	24.0	0.01	8.0	
童话话	37.0	0.0	0.0	37.0	0.01	21.0	
臻臻无敌衰	64.0	0.0	0.0	64.0	0.01	48.0	
莫念起	44.0	0.0	0.0	44.0	0.01	28.0	
雨梦叄醒ぃ	60.0	-40.0	0.0	20.0	0.01	4.0	
鵼韛	41.0	0.0	0.0	41.0	0.01	25.0	
麻瓜师弟晓透明	27.0	0.0	0.0	27.0	0.01	11.0	
龙丘妙之	60.0	0.0	0.0	60.0	0.01	44.0	
（轩辕道尘）	0.0	0.0	0.0	0.0	0.0	0.0	
FAKE弑神	14.0	0.0	0.0	14.0	0.0	14.0	
kingdan	0.0	0.0	0.0	0.0	0.0	0.0	
검奕瑾검검검＊	4.0	0.0	0.0	4.0	0.0	4.0	
㊦゛晴时雨ヾ。	0.0	0.0	0.0	0.0	0.0	0.0	
㊦记情。	0.0	0.0	0.0	0.0	0.0	0.0	
伊贰叁	235.0	50.0	60.0	345.0	6	45.0	
冷清语	359.0	50.0	0.0	409.0	6	109.0	
墨韵轩华	495.0	50.0	60.0	605.0	6	305.0	
奶小牛丶	303.0	10.0	40.0	353.0	6	53.0	
水影悠兰	782.0	0.0	40.0	822.0	6	522.0	
紫雨幽雲	823.0	0.0	60.0	883.0	6	583.0	
那年红颜	308.0	0.0	40.0	348.0	6	48.0	
冷晓汐丶	237.0	0.0	40.0	277.0	5	27.0	
几度。	297.0	0.0	0.0	297.0	5	47.0	
青骢绝骑塑天荒	227.0	0.0	40.0	267.0	5	17.0	
何月凡	170.0	50.0	40.0	260.0	4	60.0	
叫我杀手先生	215.0	0.0	40.0	255.0	4	55.0	
喵喵喵喵喵喵。	221.0	0.0	0.0	221.0	4	21.0	
弃丶红颜泪痕湿	220.0	0.0	20.0	240.0	4	40.0	
翊兮	170.0	50.0	0.0	220.0	4	20.0	
莫寻欢	180.0	0.0	40.0	220.0	4	20.0	
蝶舞旧梦	210.0	0.0	20.0	230.0	4	30.0	
千绯	163.0	0.0	40.0	203.0	3	53.0	
天下芒果	164.0	50.0	0.0	214.0	3	64.0	
汪汪汪汪汪汪。	207.0	0.0	0.0	207.0	3	57.0	
若小瞳丶	180.0	0.0	0.0	180.0	3	30.0	
踏马清月夜	187.0	0.0	0.0	187.0	3	37.0	
丶吴宇森	144.0	0.0	0.0	144.0	2	44.0	
叮当猫づ	69.0	50.0	20.0	139.0	2	39.0	
姑娘丶我等你	143.0	0.0	0.0	143.0	2	43.0	
小心有诈哦	117.0	0.0	0.0	117.0	2	17.0	
琴瑟在御	80.0	50.0	20.0	150.0	2	50.0	
冷清初	71.0	0.0	0.0	71.0	1	21.0	
四月耀阳	79.0	0.0	0.0	79.0	1	29.0	
孟采绮	68.0	0.0	0.0	68.0	1	18.0	
格七	96.0	0.0	0.0	96.0	1	46.0	
樱袂彡舞飏鲽羽	120.0	-40.0	0.0	80.0	1	30.0	
灵风燕	40.0	50.0	20.0	110.0	1	60.0	
秋灬小天	74.0	0.0	0.0	74.0	1	24.0	
艾莉亞史塔克	89.0	0.0	0.0	89.0	1	39.0	
龙好人	60.0	50.0	0.0	110.0	1	60.0	
蝎子莱莱	16.0	0.0	0.0	16.0	0.01	0.0	
乘風剑	24.0	0.0	0.0	24.0	0.01	8.0	
到处走的三百块	60.0	0.0	0.0	60.0	0.01	44.0	
唐川穹	57.0	0.0	0.0	57.0	0.01	41.0	
天涯劍豪	60.0	0.0	0.0	60.0	0.01	44.0	
尹霓裳	31.0	0.0	0.0	31.0	0.01	15.0	
屁屁酱	16.0	0.0	0.0	16.0	0.01	0.0	
帅气无敌康爸爸	38.0	0.0	0.0	38.0	0.01	22.0	
帞仩亾洳砡	60.0	0.0	0.0	60.0	0.01	44.0	
心成雪	24.0	0.0	0.0	24.0	0.01	8.0	
情三思	34.0	0.0	0.0	34.0	0.01	18.0	
搞事girl	34.0	0.0	0.0	34.0	0.01	18.0	
易水寒兮风萧萧	0.0	50.0	0.0	50.0	0.01	34.0	
王竹音	64.0	0.0	0.0	64.0	0.01	48.0	
神经病的小迷妹	55.0	0.0	0.0	55.0	0.01	39.0	
等你放下	28.0	0.0	0.0	28.0	0.01	12.0	
紫心瞳	24.0	0.0	0.0	24.0	0.01	8.0	
萤火挽君息	20.0	0.0	0.0	20.0	0.01	4.0	
落花丶醉	24.0	0.0	0.0	24.0	0.01	8.0	
訫醉陌影生若梦	31.0	0.0	0.0	31.0	0.01	15.0	
青城爱未恋	64.0	0.0	0.0	64.0	0.01	48.0	
青羽墨染云	31.0	0.0	0.0	31.0	0.01	15.0	
项辰帝	20.0	0.0	0.0	20.0	0.01	4.0	
顾寻清	23.0	0.0	0.0	23.0	0.01	7.0	
骄傲的龙王丶	24.0	0.0	0.0	24.0	0.01	8.0	
仐仐、	15.0	0.0	0.0	15.0	0.0	15.0	
邂逅。	0.0	0.0	0.0	0.0	0.0	0.0	
一世长安ぢ	0.0	0.0	0.0	0.0	0.0	0.0	
一夏薰墨颜	0.0	0.0	0.0	0.0	0.0	0.0	
一生萧何	0.0	0.0	0.0	0.0	0.0	0.0	
东风路三狗蛋	0.0	0.0	0.0	0.0	0.0	0.0	
东风路大狗蛋	0.0	0.0	0.0	0.0	0.0	0.0	
乄框框ら	3.0	0.0	0.0	3.0	0.0	3.0	
乏乏	0.0	0.0	0.0	0.0	0.0	0.0	
九袋丐	0.0	0.0	0.0	0.0	0.0	0.0	
二刀流冥魂	8.0	0.0	0.0	8.0	0.0	8.0	
二愣狗子	0.0	0.0	0.0	0.0	0.0	0.0	
二瞳	0.0	0.0	0.0	0.0	0.0	0.0	
人肉饭	0.0	0.0	0.0	0.0	0.0	0.0	
伐青	0.0	0.0	0.0	0.0	0.0	0.0	
优雅敏晓	0.0	0.0	0.0	0.0	0.0	0.0	
你眼睛会笑呀	0.0	0.0	0.0	0.0	0.0	0.0	
冬瓜小荞	0.0	0.0	0.0	0.0	0.0	0.0	
冷如是丶	38.0	-40.0	0.0	-2.0	0.0	-2.0	
冷嫣妍	0.0	0.0	0.0	0.0	0.0	0.0	
前辈别杀我	0.0	0.0	0.0	0.0	0.0	0.0	
友善的小内衣	0.0	0.0	0.0	0.0	0.0	0.0	
双墨	0.0	0.0	0.0	0.0	0.0	0.0	
古千易	0.0	0.0	0.0	0.0	0.0	0.0	
凉城薇梦	524.0	0.0	40.0	564.0	6	264.0	
叶簌竹箫声	260.0	50.0	20.0	330.0	6	30.0	
明婕	441.0	0.0	60.0	501.0	6	201.0	
晓月梦澈	331.0	0.0	60.0	391.0	6	91.0	
黑泽丶八重	509.0	0.0	0.0	509.0	6	209.0	
墨萧炎	272.0	0.0	40.0	312.0	5	62.0	
❀❀長安゛	205.0	0.0	40.0	245.0	4	45.0	
夜白衣	210.0	10.0	40.0	260.0	4	60.0	
太子彬	200.0	0.0	60.0	260.0	4	60.0	
幻月影清怜	261.0	0.0	0.0	261.0	4	61.0	
黑泽丶纱重	150.0	50.0	60.0	260.0	4	60.0	
树儿高高长	170.0	10.0	20.0	200.0	3	50.0	
欲挽游丝萦好梦	112.0	50.0	40.0	202.0	3	52.0	
真的很帅啊	200.0	10.0	0.0	210.0	3	60.0	
黄怀雪华	169.0	0.0	20.0	189.0	3	39.0	
剑惜玉	106.0	0.0	20.0	126.0	2	26.0	
夜无暗	120.0	0.0	20.0	140.0	2	40.0	
杏花村司机西瓜	90.0	50.0	0.0	140.0	2	40.0	
襄州牛头梗	174.0	-40.0	20.0	154.0	2	54.0	
a逼c迪e诶扶鸡	72.0	0.0	0.0	72.0	1	22.0	
밤夜策冷밤	83.0	0.0	0.0	83.0	1	33.0	
丐帮汪剑通	92.0	0.0	0.0	92.0	1	42.0	
友善的狼叔	44.0	0.0	60.0	104.0	1	54.0	
神威再见	84.0	0.0	0.0	84.0	1	34.0	
酒夭夭	74.0	0.0	0.0	74.0	1	24.0	
FateLibra	51.0	0.0	0.0	51.0	0.01	35.0	
FateScorpio	50.0	0.0	0.0	50.0	0.01	34.0	
sad自行车	48.0	0.0	0.0	48.0	0.01	32.0	
一人一枪闯九州	42.0	0.0	0.0	42.0	0.01	26.0	
不知今夕是何年	30.0	0.0	0.0	30.0	0.01	14.0	
勿违心	30.0	0.0	0.0	30.0	0.01	14.0	
墨語丶	39.0	0.0	0.0	39.0	0.01	23.0	
大光明里凤凰现	40.0	0.0	0.0	40.0	0.01	24.0	
守护锋	58.0	0.0	0.0	58.0	0.01	42.0	
寒风落叶秋	60.0	0.0	0.0	60.0	0.01	44.0	
小花狼	20.0	0.0	0.0	20.0	0.01	4.0	
影子月华	30.0	0.0	0.0	30.0	0.01	14.0	
惜玉挽轻裳	50.0	0.0	0.0	50.0	0.01	34.0	
舞恋月	64.0	0.0	0.0	64.0	0.01	48.0	
薏苡。	60.0	0.0	0.0	60.0	0.01	44.0	
裴述	65.0	0.0	0.0	65.0	0.01	49.0	
酱油酱紫	60.0	0.0	0.0	60.0	0.01	44.0	
长安	21.0	0.0	0.0	21.0	0.01	5.0	
鱼香	17.0	0.0	0.0	17.0	0.01	1.0	
、陌上看花	0.0	0.0	0.0	0.0	0.0	0.0	
DayLight丶	0.0	0.0	0.0	0.0	0.0	0.0	
Sun۞	0.0	0.0	0.0	0.0	0.0	0.0	
夏又離	0.0	0.0	0.0	0.0	0.0	0.0	
上的讲话	0.0	0.0	0.0	0.0	0.0	0.0	
丐帮金鹏	0.0	0.0	0.0	0.0	0.0	0.0	
丱丱丱	0.0	0.0	0.0	0.0	0.0	0.0	
丶忍野咩咩	0.0	0.0	0.0	0.0	0.0	0.0	
丶淡衣	0.0	0.0	0.0	0.0	0.0	0.0	
丶神楽	0.0	0.0	0.0	0.0	0.0	0.0	
丶薛日天	0.0	0.0	0.0	0.0	0.0	0.0	
丿几度度丶	7.0	0.0	0.0	7.0	0.0	7.0	
从此弃武从医	0.0	0.0	0.0	0.0	0.0	0.0	
偌米粥丶	0.0	0.0	0.0	0.0	0.0	0.0	
冬眠的团子	0.0	0.0	0.0	0.0	0.0	0.0	
冷晓汐灬	0.0	0.0	0.0	0.0	0.0	0.0	
冷汐宇	0.0	0.0	0.0	0.0	0.0	0.0	
冷沐瞳	0.0	0.0	0.0	0.0	0.0	0.0	
凉山伯	0.0	0.0	0.0	0.0	0.0	0.0	
凤凰辛苦了	0.0	0.0	0.0	0.0	0.0	0.0	
别碰我的葫芦	0.0	0.0	0.0	0.0	0.0	0.0	
半夏乄言	0.0	0.0	0.0	0.0	0.0	0.0	
半月梨花带春风	4.0	0.0	0.0	4.0	0.0	4.0	
南邦佳人呀	9.0	0.0	0.0	9.0	0.0	9.0	
口味太怪	8.0	0.0	0.0	8.0	0.0	8.0	
叶天簌	0.0	0.0	0.0	0.0	0.0	0.0	
君i陌离	0.0	0.0	0.0	0.0	0.0	0.0	
咸鱼天香	0.0	0.0	0.0	0.0	0.0	0.0	
唐刀锋芒	0.0	0.0	0.0	0.0	0.0	0.0	
回头我就在身后	0.0	0.0	0.0	0.0	0.0	0.0	
墨韵玄风	0.0	0.0	0.0	0.0	0.0	0.0	
天命风流八荒	0.0	0.0	0.0	0.0	0.0	0.0	
太极魔尊	0.0	0.0	0.0	0.0	0.0	0.0	
太白洗衣液	0.0	0.0	0.0	0.0	0.0	0.0	
如殇如暮歌ゎ	8.0	0.0	0.0	8.0	0.0	8.0	
安好晴天	0.0	0.0	0.0	0.0	0.0	0.0	
安陵思闻	0.0	0.0	0.0	0.0	0.0	0.0	
希希希丶汐	7.0	0.0	0.0	7.0	0.0	7.0	
恶钙	0.0	0.0	0.0	0.0	0.0	0.0	
悦丶睿	0.0	0.0	0.0	0.0	0.0	0.0	
慕城雪	0.0	0.0	0.0	0.0	0.0	0.0	
